location_id,location_name,company_id,country,city,region,location_type
LOC000121,Pune - Remote,C024,India,Pune,APAC,Remote
LOC000122,Sao Paulo - Office,C006,Brazil,Sao Paulo,Americas,Office
LOC000123,San Francisco - Client Site,C037,United States,San Francisco,Americas,Client Site
LOC000124,Cape Town - Office,C032,South Africa,Cape Town,EMEA,Office
LOC000125,Bengaluru - Office,C026,India,Bengaluru,APAC,Office
LOC000126,Canberra - Office,C034,Australia,Canberra,APAC,Office
LOC000127,Dallas - Remote,C037,United States,Dallas,Americas,Remote
LOC000128,The Hague - Client Site,C031,Netherlands,The Hague,EMEA,Client Site
LOC000129,The Hague - Remote,C005,Netherlands,The Hague,EMEA,Remote
LOC000130,Toronto - Office,C007,Canada,Toronto,Americas,Office
LOC000131,Queretaro - Remote,C009,Mexico,Queretaro,Americas,Remote
LOC000132,New York - Remote,C019,United States,New York,Americas,Remote
LOC000133,The Hague - Remote,C040,Netherlands,The Hague,EMEA,Remote
LOC000134,Dallas - Office,C037,United States,Dallas,Americas,Office
LOC000135,Monterrey - Office,C001,Mexico,Monterrey,Americas,Office
LOC000136,Monterrey - Remote,C022,Mexico,Monterrey,Americas,Remote
LOC000137,Delhi - Remote,C021,India,Delhi,APAC,Remote
LOC000138,Frankfurt - Shared Service Center,C003,Germany,Frankfurt,EMEA,Shared Service Center
LOC000139,Amsterdam - Client Site,C005,Netherlands,Amsterdam,EMEA,Client Site
LOC000140,Monterrey - Office,C022,Mexico,Monterrey,Americas,Office
LOC000141,Yokohama - Office,C038,Japan,Yokohama,APAC,Office
LOC000142,San Francisco - Office,C036,United States,San Francisco,Americas,Office
LOC000143,Barcelona - Office,C010,Spain,Barcelona,EMEA,Office
LOC000144,Sharjah - Office,C013,United Arab Emirates,Sharjah,EMEA,Office
LOC000145,Amsterdam - Office,C040,Netherlands,Amsterdam,EMEA,Office
LOC000146,Abu Dhabi - Shared Service Center,C013,United Arab Emirates,Abu Dhabi,EMEA,Shared Service Center
LOC000147,Frankfurt - Office,C014,Germany,Frankfurt,EMEA,Office
LOC000148,Canberra - Office,C008,Australia,Canberra,APAC,Office
LOC000149,Queretaro - Office,C009,Mexico,Queretaro,Americas,Office
LOC000150,Delhi - Office,C026,India,Delhi,APAC,Office
LOC000151,Berlin - Remote,C028,Germany,Berlin,EMEA,Remote
LOC000152,Atlanta - Office,C012,United States,Atlanta,Americas,Office
LOC000153,Sharjah - Office,C013,United Arab Emirates,Sharjah,EMEA,Office
LOC000154,Berlin - Shared Service Center,C018,Germany,Berlin,EMEA,Shared Service Center
LOC000155,London - Remote,C015,United Kingdom,London,EMEA,Remote
LOC000156,Frankfurt - Office,C033,Germany,Frankfurt,EMEA,Office
LOC000157,The Hague - Remote,C040,Netherlands,The Hague,EMEA,Remote
LOC000158,Frankfurt - Office,C014,Germany,Frankfurt,EMEA,Office
LOC000159,Munich - Office,C028,Germany,Munich,EMEA,Office
LOC000160,Calgary - Office,C007,Canada,Calgary,Americas,Office
LOC000161,Rio de Janeiro - Office,C002,Brazil,Rio de Janeiro,Americas,Office
LOC000162,Rotterdam - Office,C031,Netherlands,Rotterdam,EMEA,Office
LOC000163,Rotterdam - Office,C040,Netherlands,Rotterdam,EMEA,Office
LOC000164,Frankfurt - Remote,C028,Germany,Frankfurt,EMEA,Remote
LOC000165,Utrecht - Office,C005,Netherlands,Utrecht,EMEA,Office
LOC000166,Munich - Remote,C014,Germany,Munich,EMEA,Remote
LOC000167,Sao Paulo - Office,C006,Brazil,Sao Paulo,Americas,Office
LOC000168,Hyderabad - Office,C024,India,Hyderabad,APAC,Office
LOC000169,Dubai - Office,C013,United Arab Emirates,Dubai,EMEA,Office
LOC000170,Munich - Remote,C033,Germany,Munich,EMEA,Remote
LOC000171,Hamburg - Office,C033,Germany,Hamburg,EMEA,Office
LOC000172,Munich - Office,C014,Germany,Munich,EMEA,Office
LOC000173,Munich - Office,C014,Germany,Munich,EMEA,Office
LOC000174,Sao Paulo - Office,C002,Brazil,Sao Paulo,Americas,Office
LOC000175,New York - Office,C027,United States,New York,Americas,Office
LOC000176,Delhi - Office,C024,India,Delhi,APAC,Office
LOC000177,Amsterdam - Shared Service Center,C005,Netherlands,Amsterdam,EMEA,Shared Service Center
LOC000178,Bengaluru - Office,C026,India,Bengaluru,APAC,Office
LOC000179,Delhi - Office,C025,India,Delhi,APAC,Office
LOC000180,Birmingham - Shared Service Center,C015,United Kingdom,Birmingham,EMEA,Shared Service Center
LOC000181,Hamburg - Office,C014,Germany,Hamburg,EMEA,Office
LOC000182,Frankfurt - Office,C033,Germany,Frankfurt,EMEA,Office
LOC000183,New York - Office,C039,United States,New York,Americas,Office
LOC000184,Cape Town - Office,C032,South Africa,Cape Town,EMEA,Office
LOC000185,Rotterdam - Client Site,C040,Netherlands,Rotterdam,EMEA,Client Site
LOC000186,Hamburg - Remote,C033,Germany,Hamburg,EMEA,Remote
LOC000187,Amsterdam - Office,C031,Netherlands,Amsterdam,EMEA,Office
LOC000188,Munich - Remote,C014,Germany,Munich,EMEA,Remote
LOC000189,Frankfurt - Client Site,C003,Germany,Frankfurt,EMEA,Client Site
LOC000190,Chennai - Remote,C025,India,Chennai,APAC,Remote
LOC000191,Canberra - Office,C008,Australia,Canberra,APAC,Office
LOC000192,Seattle - Office,C036,United States,Seattle,Americas,Office
LOC000193,Delhi - Shared Service Center,C024,India,Delhi,APAC,Shared Service Center
LOC000194,Frankfurt - Office,C014,Germany,Frankfurt,EMEA,Office
LOC000195,Hyderabad - Client Site,C035,India,Hyderabad,APAC,Client Site
LOC000196,Perth - Office,C008,Australia,Perth,APAC,Office
LOC000197,Dubai - Office,C013,United Arab Emirates,Dubai,EMEA,Office
LOC000198,Munich - Remote,C018,Germany,Munich,EMEA,Remote
LOC000199,Mumbai - Office,C030,India,Mumbai,APAC,Office
LOC000200,Pune - Remote,C025,India,Pune,APAC,Remote
LOC000201,Sydney - Office,C017,Australia,Sydney,APAC,Office
LOC000202,Munich - Office,C028,Germany,Munich,EMEA,Office
LOC000203,Mexico City - Remote,C009,Mexico,Mexico City,Americas,Remote
LOC000204,The Hague - Client Site,C005,Netherlands,The Hague,EMEA,Client Site
LOC000205,Montreal - Office,C007,Canada,Montreal,Americas,Office
LOC000206,Bengaluru - Remote,C016,India,Bengaluru,APAC,Remote
LOC000207,Utrecht - Client Site,C040,Netherlands,Utrecht,EMEA,Client Site
LOC000208,Frankfurt - Office,C011,Germany,Frankfurt,EMEA,Office
LOC000209,Osaka - Shared Service Center,C038,Japan,Osaka,APAC,Shared Service Center
LOC000210,Utrecht - Remote,C040,Netherlands,Utrecht,EMEA,Remote
LOC000211,Guadalajara - Client Site,C009,Mexico,Guadalajara,Americas,Client Site
LOC000212,Boston - Office,C027,United States,Boston,Americas,Office
LOC000213,Boston - Office,C019,United States,Boston,Americas,Office
LOC000214,Hyderabad - Remote,C025,India,Hyderabad,APAC,Remote
LOC000215,Munich - Remote,C033,Germany,Munich,EMEA,Remote
LOC000216,Osaka - Office,C038,Japan,Osaka,APAC,Office
LOC000217,Boston - Office,C027,United States,Boston,Americas,Office
LOC000218,Bengaluru - Office,C025,India,Bengaluru,APAC,Office
LOC000219,Sydney - Client Site,C029,Australia,Sydney,APAC,Client Site
LOC000220,Mexico City - Office,C022,Mexico,Mexico City,Americas,Office
LOC000221,Frankfurt - Remote,C033,Germany,Frankfurt,EMEA,Remote
LOC000222,Chicago - Remote,C037,United States,Chicago,Americas,Remote
LOC000223,Utrecht - Remote,C031,Netherlands,Utrecht,EMEA,Remote
LOC000224,Hyderabad - Office,C024,India,Hyderabad,APAC,Office
LOC000225,Mumbai - Office,C030,India,Mumbai,APAC,Office
LOC000226,Canberra - Office,C017,Australia,Canberra,APAC,Office
LOC000227,Berlin - Office,C018,Germany,Berlin,EMEA,Office
LOC000228,Boston - Office,C036,United States,Boston,Americas,Office
LOC000229,Berlin - Office,C018,Germany,Berlin,EMEA,Office
LOC000230,Chicago - Client Site,C039,United States,Chicago,Americas,Client Site
LOC000231,Munich - Remote,C028,Germany,Munich,EMEA,Remote
LOC000232,Seville - Office,C010,Spain,Seville,EMEA,Office
LOC000233,Curitiba - Office,C002,Brazil,Curitiba,Americas,Office
LOC000234,Mumbai - Client Site,C025,India,Mumbai,APAC,Client Site
LOC000235,Brisbane - Office,C029,Australia,Brisbane,APAC,Office
LOC000236,Guadalajara - Office,C009,Mexico,Guadalajara,Americas,Office
LOC000237,Edinburgh - Office,C015,United Kingdom,Edinburgh,EMEA,Office
LOC000238,Hamburg - Office,C014,Germany,Hamburg,EMEA,Office
LOC000239,Monterrey - Office,C022,Mexico,Monterrey,Americas,Office
LOC000240,London - Office,C020,United Kingdom,London,EMEA,Office
LOC000241,Mumbai - Office,C026,India,Mumbai,APAC,Office
LOC000242,New York - Office,C039,United States,New York,Americas,Office
LOC000243,The Hague - Remote,C040,Netherlands,The Hague,EMEA,Remote
LOC000244,Perth - Remote,C017,Australia,Perth,APAC,Remote
LOC000245,Vancouver - Office,C007,Canada,Vancouver,Americas,Office
LOC000246,Mumbai - Remote,C030,India,Mumbai,APAC,Remote
LOC000247,Johannesburg - Office,C032,South Africa,Johannesburg,EMEA,Office
LOC000248,Frankfurt - Remote,C018,Germany,Frankfurt,EMEA,Remote
LOC000249,Frankfurt - Remote,C003,Germany,Frankfurt,EMEA,Remote
LOC000250,Seattle - Office,C039,United States,Seattle,Americas,Office
LOC000251,The Hague - Office,C031,Netherlands,The Hague,EMEA,Office
LOC000252,Guadalajara - Office,C001,Mexico,Guadalajara,Americas,Office
LOC000253,Mexico City - Client Site,C009,Mexico,Mexico City,Americas,Client Site
LOC000254,Atlanta - Client Site,C037,United States,Atlanta,Americas,Client Site
LOC000255,London - Office,C015,United Kingdom,London,EMEA,Office
LOC000256,Mumbai - Office,C004,India,Mumbai,APAC,Office
LOC000257,Brisbane - Office,C029,Australia,Brisbane,APAC,Office
LOC000258,Pune - Office,C021,India,Pune,APAC,Office
LOC000259,Canberra - Remote,C008,Australia,Canberra,APAC,Remote
LOC000260,Pune - Office,C021,India,Pune,APAC,Office
LOC000261,Montreal - Office,C007,Canada,Montreal,Americas,Office
LOC000262,Atlanta - Remote,C019,United States,Atlanta,Americas,Remote
LOC000263,Bengaluru - Client Site,C025,India,Bengaluru,APAC,Client Site
LOC000264,Monterrey - Remote,C001,Mexico,Monterrey,Americas,Remote
LOC000265,Sharjah - Office,C013,United Arab Emirates,Sharjah,EMEA,Office
LOC000266,Brasilia - Office,C006,Brazil,Brasilia,Americas,Office
LOC000267,Utrecht - Client Site,C031,Netherlands,Utrecht,EMEA,Client Site
LOC000268,Canberra - Office,C029,Australia,Canberra,APAC,Office
LOC000269,Canberra - Office,C008,Australia,Canberra,APAC,Office
LOC000270,Vancouver - Remote,C007,Canada,Vancouver,Americas,Remote
LOC000271,Pune - Office,C025,India,Pune,APAC,Office
LOC000272,Seattle - Remote,C012,United States,Seattle,Americas,Remote
LOC000273,Birmingham - Client Site,C015,United Kingdom,Birmingham,EMEA,Client Site
LOC000274,Atlanta - Office,C027,United States,Atlanta,Americas,Office
LOC000275,Boston - Office,C019,United States,Boston,Americas,Office
LOC000276,Hamburg - Client Site,C018,Germany,Hamburg,EMEA,Client Site
LOC000277,Seville - Office,C010,Spain,Seville,EMEA,Office
LOC000278,Utrecht - Remote,C005,Netherlands,Utrecht,EMEA,Remote
LOC000279,Brisbane - Office,C017,Australia,Brisbane,APAC,Office
LOC000280,Berlin - Office,C033,Germany,Berlin,EMEA,Office
LOC000281,Queretaro - Office,C009,Mexico,Queretaro,Americas,Office
LOC000282,Rotterdam - Office,C031,Netherlands,Rotterdam,EMEA,Office
LOC000283,Hyderabad - Office,C025,India,Hyderabad,APAC,Office
LOC000284,Hamburg - Office,C018,Germany,Hamburg,EMEA,Office
LOC000285,Queretaro - Client Site,C009,Mexico,Queretaro,Americas,Client Site
LOC000286,Seattle - Office,C019,United States,Seattle,Americas,Office
LOC000287,Mumbai - Office,C004,India,Mumbai,APAC,Office
LOC000288,Utrecht - Remote,C005,Netherlands,Utrecht,EMEA,Remote
LOC000289,Hyderabad - Shared Service Center,C025,India,Hyderabad,APAC,Shared Service Center
LOC000290,Brisbane - Office,C029,Australia,Brisbane,APAC,Office
LOC000291,Perth - Office,C034,Australia,Perth,APAC,Office
LOC000292,Guadalajara - Office,C009,Mexico,Guadalajara,Americas,Office
LOC000293,Berlin - Shared Service Center,C033,Germany,Berlin,EMEA,Shared Service Center
LOC000294,Bengaluru - Remote,C030,India,Bengaluru,APAC,Remote
LOC000295,Munich - Office,C014,Germany,Munich,EMEA,Office
LOC000296,Yokohama - Office,C038,Japan,Yokohama,APAC,Office
LOC000297,Valencia - Remote,C010,Spain,Valencia,EMEA,Remote
LOC000298,Calgary - Office,C007,Canada,Calgary,Americas,Office
LOC000299,Mumbai - Office,C035,India,Mumbai,APAC,Office
LOC000300,Frankfurt - Remote,C018,Germany,Frankfurt,EMEA,Remote
LOC000301,Pune - Office,C004,India,Pune,APAC,Office
LOC000302,Hamburg - Office,C014,Germany,Hamburg,EMEA,Office
LOC000303,Dallas - Remote,C027,United States,Dallas,Americas,Remote
LOC000304,Hyderabad - Office,C024,India,Hyderabad,APAC,Office
LOC000305,Pune - Office,C021,India,Pune,APAC,Office
LOC000306,Atlanta - Office,C037,United States,Atlanta,Americas,Office
LOC000307,Rio de Janeiro - Client Site,C006,Brazil,Rio de Janeiro,Americas,Client Site
LOC000308,Delhi - Remote,C030,India,Delhi,APAC,Remote
LOC000309,San Francisco - Office,C036,United States,San Francisco,Americas,Office
LOC000310,Rotterdam - Office,C040,Netherlands,Rotterdam,EMEA,Office
LOC000311,Chennai - Client Site,C016,India,Chennai,APAC,Client Site
LOC000312,Hyderabad - Remote,C024,India,Hyderabad,APAC,Remote
LOC000313,Delhi - Office,C035,India,Delhi,APAC,Office
LOC000314,Mexico City - Office,C009,Mexico,Mexico City,Americas,Office
LOC000315,Hamburg - Remote,C018,Germany,Hamburg,EMEA,Remote
LOC000316,Curitiba - Office,C002,Brazil,Curitiba,Americas,Office
LOC000317,Hamburg - Remote,C028,Germany,Hamburg,EMEA,Remote
LOC000318,Manchester - Client Site,C015,United Kingdom,Manchester,EMEA,Client Site
LOC000319,Hyderabad - Office,C025,India,Hyderabad,APAC,Office
LOC000320,Atlanta - Office,C019,United States,Atlanta,Americas,Office
LOC000321,Curitiba - Remote,C006,Brazil,Curitiba,Americas,Remote
LOC000322,Frankfurt - Office,C033,Germany,Frankfurt,EMEA,Office
LOC000323,Sao Paulo - Remote,C002,Brazil,Sao Paulo,Americas,Remote
LOC000324,Hamburg - Office,C003,Germany,Hamburg,EMEA,Office
LOC000325,Chicago - Office,C012,United States,Chicago,Americas,Office
LOC000326,Dallas - Office,C012,United States,Dallas,Americas,Office
LOC000327,Berlin - Office,C018,Germany,Berlin,EMEA,Office
LOC000328,Sydney - Office,C023,Australia,Sydney,APAC,Office
LOC000329,Hyderabad - Office,C016,India,Hyderabad,APAC,Office
LOC000330,Amsterdam - Office,C005,Netherlands,Amsterdam,EMEA,Office
LOC000331,Munich - Office,C003,Germany,Munich,EMEA,Office
LOC000332,Durban - Shared Service Center,C032,South Africa,Durban,EMEA,Shared Service Center
LOC000333,Birmingham - Client Site,C020,United Kingdom,Birmingham,EMEA,Client Site
LOC000334,Bengaluru - Office,C026,India,Bengaluru,APAC,Office
LOC000335,Brasilia - Office,C002,Brazil,Brasilia,Americas,Office
LOC000336,San Francisco - Shared Service Center,C039,United States,San Francisco,Americas,Shared Service Center
LOC000337,Delhi - Office,C016,India,Delhi,APAC,Office
LOC000338,Amsterdam - Office,C031,Netherlands,Amsterdam,EMEA,Office
LOC000339,Osaka - Shared Service Center,C038,Japan,Osaka,APAC,Shared Service Center
LOC000340,Munich - Remote,C028,Germany,Munich,EMEA,Remote
LOC000341,Delhi - Office,C004,India,Delhi,APAC,Office
LOC000342,Hyderabad - Office,C025,India,Hyderabad,APAC,Office
LOC000343,Hyderabad - Shared Service Center,C016,India,Hyderabad,APAC,Shared Service Center
LOC000344,Amsterdam - Office,C031,Netherlands,Amsterdam,EMEA,Office
LOC000345,Munich - Office,C028,Germany,Munich,EMEA,Office
LOC000346,Mumbai - Office,C004,India,Mumbai,APAC,Office
LOC000347,Rotterdam - Remote,C040,Netherlands,Rotterdam,EMEA,Remote
LOC000348,Frankfurt - Office,C033,Germany,Frankfurt,EMEA,Office
LOC000349,Frankfurt - Office,C028,Germany,Frankfurt,EMEA,Office
LOC000350,Sharjah - Shared Service Center,C013,United Arab Emirates,Sharjah,EMEA,Shared Service Center
LOC000351,Yokohama - Client Site,C038,Japan,Yokohama,APAC,Client Site
LOC000352,Canberra - Client Site,C008,Australia,Canberra,APAC,Client Site
LOC000353,Rotterdam - Office,C005,Netherlands,Rotterdam,EMEA,Office
LOC000354,The Hague - Client Site,C031,Netherlands,The Hague,EMEA,Client Site
LOC000355,Monterrey - Office,C022,Mexico,Monterrey,Americas,Office
LOC000356,Mexico City - Office,C001,Mexico,Mexico City,Americas,Office
LOC000357,Pretoria - Remote,C032,South Africa,Pretoria,EMEA,Remote
LOC000358,Delhi - Office,C026,India,Delhi,APAC,Office
LOC000359,Pune - Office,C035,India,Pune,APAC,Office
LOC000360,Bengaluru - Office,C004,India,Bengaluru,APAC,Office
LOC000361,Munich - Office,C018,Germany,Munich,EMEA,Office
LOC000362,Hyderabad - Office,C021,India,Hyderabad,APAC,Office
LOC000363,Frankfurt - Office,C003,Germany,Frankfurt,EMEA,Office
LOC000364,Edinburgh - Office,C015,United Kingdom,Edinburgh,EMEA,Office
LOC000365,Monterrey - Remote,C001,Mexico,Monterrey,Americas,Remote
LOC000366,Delhi - Office,C016,India,Delhi,APAC,Office
LOC000367,Mexico City - Remote,C001,Mexico,Mexico City,Americas,Remote
LOC000368,Monterrey - Office,C022,Mexico,Monterrey,Americas,Office
LOC000369,Brasilia - Remote,C002,Brazil,Brasilia,Americas,Remote
LOC000370,Seattle - Office,C037,United States,Seattle,Americas,Office
LOC000371,Birmingham - Remote,C020,United Kingdom,Birmingham,EMEA,Remote
LOC000372,Boston - Office,C012,United States,Boston,Americas,Office
LOC000373,Sao Paulo - Office,C006,Brazil,Sao Paulo,Americas,Office
LOC000374,Chicago - Office,C037,United States,Chicago,Americas,Office
LOC000375,Hyderabad - Shared Service Center,C004,India,Hyderabad,APAC,Shared Service Center
LOC000376,Johannesburg - Remote,C032,South Africa,Johannesburg,EMEA,Remote
LOC000377,Boston - Office,C012,United States,Boston,Americas,Office
LOC000378,Queretaro - Office,C009,Mexico,Queretaro,Americas,Office
LOC000379,Berlin - Office,C003,Germany,Berlin,EMEA,Office
LOC000380,Abu Dhabi - Remote,C013,United Arab Emirates,Abu Dhabi,EMEA,Remote
LOC000381,Perth - Office,C023,Australia,Perth,APAC,Office
LOC000382,Dubai - Office,C013,United Arab Emirates,Dubai,EMEA,Office
LOC000383,Amsterdam - Remote,C040,Netherlands,Amsterdam,EMEA,Remote
